Raison sociale;SIRET;Code NAF;Libellé NAF;Région;Date de labellisation;Date de fin de labellisation;Univers;geolocetablissement
CHAPELLERIE DANDURAND & FILS;33010826700023;14.19Z;Fabrication d’autres vêtements et accessoires (14.19Z);PAYS-DE-LA-LOIRE;2020-10-01;2025-09-29;Mode et beauté;46.467939, -0.821024
ATELIER MONIER;81151369600013;31.09A;Fabrication de sièges d’ameublement d’intérieur (31.09A);ILE-DE-FRANCE;2021-05-12;2026-05-10;Ameublement et Décoration;48.848245, 2.401875
MENUISERIE ESCALIER BALDET;38064076300013;43.32A;Travaux de menuiserie bois et PVC (43.32A);OCCITANIE;2021-07-13;2026-07-11;Architecture et Patrimoine Bâti;44.118623, 2.620273
ET. DE CHANT-VIRON;48966094400047;95.24Z;Réparation de meubles et d’équipements du foyer (95.24Z);ILE-DE-FRANCE;2021-07-19;2026-07-17;Ameublement et Décoration;48.911207, 2.280303
REGAIN (FPL);39389230200026;14.39Z;Fabrication d’autres articles à mailles (14.39Z);OCCITANIE;2021-09-22;2026-09-20;Mode et beauté;48.145351, 4.788349
ETS BEAUVILLAIN DAVOINE;68552119700036;13.99Z;Fabrication d’autres textiles n.c.a. (13.99Z);HAUTS-DE-FRANCE;2021-09-27;2026-09-25;Equipements Industriels, Médicaux, Mécaniques;50.108535, 3.437055
Pastels Girault;41943203400017;20.30Z;Fabrication de peintures, vernis, encres et mastics;NOUVELLE AQUITAINE;2022-02-21;2027-02-19;Culture et Communication;45.031156, 1.179691
ROSET SAS;54592007600068;31.09A;Fabrication de sièges d’ameublement d’intérieur (31.09A);AUVERGNE-RHÔNE-ALPES;2022-03-15;2027-03-13;Ameublement et Décoration;47.053318, 2.34511
D'ENNERY;58565008800032;13.99Z;Fabrication d’autres textiles n.c.a. (13.99Z);AUVERGNE-RHÔNE-ALPES;2022-03-24;2027-03-22;Ameublement et Décoration;45.05421335032737, 3.962353622866673
MOULIN DE LA VEYSSIÈRE;85159870600014;10.41A;Fabrication d’huiles et graisses brutes;NOUVELLE AQUITAINE;2022-04-01;2027-03-30;Gastronomie;45.092569, 0.445973
TANNERIE ARNAL;89103661800017;15.11Z;"Apprêt et tannage des cuirs ; préparation et teinture des fourrures (15.11Z)";OCCITANIE;2022-04-01;2027-03-30;Equipements Industriels, Médicaux, Mécaniques;44.342937, 2.57736
PAINS D EPICES LIPS SARL;40035127600011;10.72Z;Fabrication de biscuits, biscottes et pâtisseries de conservation (10.72Z);GRAND-EST;2022-04-14;2027-04-12;Gastronomie;48.411363, 7.468043
FONDERIE DE ROQUEVAIRE;31316871800010;24.51Z;Fonderie de fonte (24.51Z);PROVENCE-ALPES-COTE D'AZUR;2022-06-21;2027-06-19;Ameublement et Décoration;43.342227, 5.596597
SATAB;58685028100013;13.96Z;Fabrication d’autres textiles techniques et industriels (13.96Z);AUVERGNE-RHÔNE-ALPES;2022-07-06;2027-07-04;Mode et beauté;48.8399626051195, -1.5639120922268184
COMBIER;41029268400017;11.01Z;Production de boissons alcooliques distillées (11.01Z);PAYS-DE-LA-LOIRE;2022-10-06;2027-10-04;Gastronomie;47.26062, -0.082184
MAISONS D'HISTOIRE;43454273400034;43.99C;Travaux de maçonnerie générale et gros œuvre de bâtiment (43.99C);NORMANDIE;2022-10-06;2027-10-04;Architecture et Patrimoine Bâti;49.064904, -1.449546
OBERTHUR FIDUCIAIRE;51902956500081;18.12Z;Autre imprimerie (labeur) (18.12Z);ILE-DE-FRANCE;2022-11-02;2027-10-31;Equipements Industriels, Médicaux, Mécaniques;48.876, 2.31346
LA BOULE OBUT;41520335500011;32.30Z;Fabrication d’articles de sport (32.30Z);AUVERGNE-RHÔNE-ALPES;2023-01-03;2028-01-01;Loisirs et Transports;45.431839, 4.062394
MARIGAUX SAS;43452326200013;32.20Z;Fabrication d’instruments de musique (32.20Z);NORMANDIE;2023-01-24;2028-01-22;Culture et Communication;48.895277, 1.402473
GUY DEGRENNE INDUSTRIE;43002045300014;25.50B;Découpage, emboutissage (25.50B);NORMANDIE;2023-05-05;2028-05-02;Arts de la table;48.852567, -0.861372
LES ATELIERS DE LA CHAPELLE;37890924600027;31.09B;Fabrication d’autres meubles et industries connexes de l’ameublement (31.09B);PAYS-DE-LA-LOIRE;2023-06-20;2028-06-17;Ameublement et Décoration;47.117271, -1.151373
LES CADRES GAULT;37944588500013;31.09B;Fabrication d’autres meubles et industries connexes de l’ameublement (31.09B);BOURGOGNE-FRANCHE-COMTÉ;2023-06-22;2028-06-19;Ameublement et Décoration;46.760209, 4.519133
MFC;52295780200013;15.20Z;Fabrication de chaussures (15.20Z);PAYS-DE-LA-LOIRE;2023-06-23;2028-06-20;Mode et beauté;47.269161, -1.016877
QUILLET SAS;39850003300046;90.03A;Création artistique relevant des arts plastiques (90.03A);NOUVELLE AQUITAINE;2023-09-27;2028-09-24;Culture et Communication;49.638790328549355, 0.41114701152285416
MANUFACTURE DE CUIR DE REALMONT;44230721100015;14.11Z;Fabrication de vêtements en cuir;OCCITANIE;2023-11-14;2028-11-11;Mode et beauté;43.783139, 2.190783
ATELIER SAINT HONORE;32949001500016;32.12Z;Fabrication d’articles de joaillerie et bijouterie (32.12Z);ILE-DE-FRANCE;2023-12-20;2028-12-17;Mode et beauté;48.874791, 2.340183
ATELIERS ARTIGO;44428010100023;43.34Z;Travaux de peinture et vitrerie;ILE-DE-FRANCE;2024-03-18;2029-03-16;Culture et Communication;48.886679, 2.55115
POTERIE D'ALBI;08732006500011;23.41Z;Fabrication d'articles céramiques à usage domestique ou ornemental;OCCITANIE;2024-03-28;2029-03-26;Ameublement et Décoration;44.069617, 3.968376
SOFAC;30112678500015;14.19Z;Fabrication d'autres vêtements et accessoires;NORMANDIE;2024-04-03;2029-04-01;Mode et beauté;49.092134, 0.598144
MANUFACTURE DE CONFECTION LE LABOUREUR;32607153700012;14.12Z;Fabrication de vêtements de travail;BOURGOGNE-FRANCHE-COMTÉ;2024-07-15;2029-07-13;Mode et beauté;46.49385041090648, 4.008110225783725
KIPLAY;37545008700016;14.12Z;Fabrication de vêtements de travail;NORMANDIE;2025-01-16;2030-01-14;Mode et beauté;48.809226174934665, -0.6476952626573373
CHANTIER MARLO;79075504500016;33.15Z;Réparation et maintenance navale;PAYS-DE-LA-LOIRE;2025-03-06;2030-03-04;Loisirs et Transports;47.20101216647984, -1.7446965892743935
PROCEDES HALLIER;38866340300029;27.40Z;Fabrication d'appareils d'éclairage électrique;ILE-DE-FRANCE;2025-03-21;2030-03-19;Equipements Industriels, Médicaux, Mécaniques;44.514739, 2.812522
METALOISO;39932447400010;70.10Z;Activités des sièges sociaux;ILE-DE-FRANCE;2025-04-15;2030-04-13;Arts de la table;48.4776974783247, 2.038564382608562
L'Heure du Lys;80857598900013;95.25Z;Réparation d’articles d’horlogerie et de bijouterie (95.25Z);ILE-DE-FRANCE;2025-04-15;2030-04-13;Ameublement et Décoration;48.857336405455804, 2.3023648807865866
EURL BIDAL ALAIN EDOUARD;43488679200010;23.70Z;Taille, façonnage et finissage de pierres;PROVENCE-ALPES-COTE D'AZUR;2025-06-13;2030-06-11;Architecture et Patrimoine Bâti;43.92446939274545, 5.025279236205864
DUTEL;43401190400019;13.20Z;Tissage;Auvergne-Rhône-Alpes;2025-06-26;2030-06-24;Ameublement et Décoration;45.81631876754504, 4.880420039745704
IMAGE;32725765500016;31.09B;Fabrication d’autres meubles et industries connexes de l’ameublement;Auvergne-Rhône-Alpes;2025-06-26;2030-06-24;Ameublement et Décoration;45.628712712031245, 4.771698420696075
CILEA;53763642500028;32.13Z;Fabrication d’articles de bijouterie fantaisie et articles similaires;BRETAGNE;2025-03-24;2030-03-22;Mode et beauté;48.11765165788497, -1.6811892635212915
SO.ME.PROD (Espérantine de Marseille-Provence);50430420500041;10.82Z;Fabrication de cacao, chocolat et de produits de confiserie;PROVENCE-ALPES-COTE D'AZUR;2019-08-30;2024-08-27;Gastronomie;43.297309475415396, 5.366149665086604
Boutique Le Minor;37698025600014;13.96Z;Fabrication d’autres textiles techniques et industriels (13.96Z);BRETAGNE;2019-08-30;2024-08-27;Mode et beauté;47.86773604783496, -4.2218338462676375
LES MOULINAGES DE RIOTORD;49770069000017;13.10Z;Préparation de fibres textiles et filature (13.10Z);AUVERGNE-RHÔNE-ALPES;2020-02-20;2025-02-17;Equipements Industriels, Médicaux, Mécaniques;46.072985, 4.215002
LDS PARIS;53876027300036;14.13Z;Fabrication de vêtements de dessus (14.13Z);ILE-DE-FRANCE;2020-07-03;2025-07-01;Mode et beauté;48.87843, 2.349275
TELLIER GOBEL ET CIE;49259938600066;28.93Z;Fabrication de machines pour l’industrie agro-alimentaire (28.93Z);ILE-DE-FRANCE;2020-07-03;2025-07-01;Arts de la table;48.932654, 2.238703
LA BOUITTE;52825411300012;56.10A;Restauration traditionnelle;AUVERGNE-RHÔNE-ALPES;2020-07-03;2025-07-01;Gastronomie;45.388044, 6.49435
TOUS LES MOTEURS;34378026800029;25.62B;Mécanique industrielle (25.62B);ILE-DE-FRANCE;2021-05-12;2026-05-10;Equipements Industriels, Médicaux, Mécaniques;48.816004, 2.487912
CANAPÉS DESIGN;82738021300039;31.09A;Fabrication de sièges d’ameublement d’intérieur (31.09A);NOUVELLE AQUITAINE;2021-09-22;2026-09-20;Ameublement et Décoration;45.326065, 1.759812
THIERRY SA;64715002800015;32.50B;Fabrication de lunettes (32.50B);BOURGOGNE-FRANCHE-COMTÉ;2021-10-20;2026-10-18;Mode et beauté;46.551659, 6.017774
MANUFACTURE BRETONNE D ORGUES;34285308200036;32.20Z;Fabrication d’instruments de musique (32.20Z);PAYS-DE-LA-LOIRE;2022-01-31;2027-01-29;Culture et Communication;47.271595, -1.523396
Manufacture Alphonse Castex;98572016800014;13.92Z;Fabrication d’articles textiles, sauf habillement (13.92Z);NOUVELLE AQUITAINE;2022-02-21;2027-02-19;Ameublement et Décoration;43.714318, -1.052894
ADM;48389888800019;32.20Z;Fabrication d’instruments de musique (32.20Z);NOUVELLE AQUITAINE;2022-02-21;2027-02-19;Culture et Communication;45.707028, -0.305268
F.I.A.;38854524600018;32.13Z;Fabrication d’articles de bijouterie fantaisie et articles similaires (32.13Z);AUVERGNE-RHÔNE-ALPES;2022-03-21;2027-03-19;Mode et beauté;45.802587, 4.765787
BLANCHARD TECH & YARNS;88758425800016;13.96Z;Fabrication d’autres textiles techniques et industriels (13.96Z);AUVERGNE-RHÔNE-ALPES;2022-03-24;2027-03-22;Mode et beauté;44.974598, 4.353406
FAIENCERIE D'ART ET CRÉATIONS COLAS;88732001800013;23.41Z;Fabrication d’articles céramiques à usage domestique ou ornemental (23.41Z);BOURGOGNE-FRANCHE-COMTÉ;2022-04-04;2027-04-02;Arts de la table;47.460417, 3.524147
ATELIERS VALENTIN BOUVET;40161840000022;43.91A;Travaux de charpente (43.91A);GRAND-EST;2022-04-14;2027-04-12;Architecture et Patrimoine Bâti;48.262975, 4.241162
ANTESITE & NOIROT;37771617000016;10.89Z;Fabrication d’autres produits alimentaires n.c.a. (10.89Z);AUVERGNE-RHÔNE-ALPES;2022-07-06;2027-07-04;Gastronomie;45.366231, 5.614365
FAI PRODUCTION;39412586800015;24.54Z;Fonderie d’autres métaux non ferreux (24.54Z);AUVERGNE-RHÔNE-ALPES;2022-07-06;2027-07-04;Equipements Industriels, Médicaux, Mécaniques;45.200645, 5.838345
ETABLISSEMENTS JEAN OBERTINO;65282088700022;24.54Z;Fonderie d’autres métaux non ferreux (24.54Z);BOURGOGNE-FRANCHE-COMTÉ;2022-07-29;2027-07-27;Equipements Industriels, Médicaux, Mécaniques;47.063626, 6.606103
L'Atelier du Vitrail;76050071000016;23.19Z;Fabrication et façonnage d’autres articles en verre, y compris verre technique (23.19Z);NOUVELLE AQUITAINE;2023-01-03;2028-01-01;Architecture et Patrimoine Bâti;45.809437, 1.268119
KRAMPOUZ;38755831500033;27.51Z;Fabrication d’appareils électroménagers (27.51Z);BRETAGNE;2023-07-21;2028-07-18;Equipements Industriels, Médicaux, Mécaniques;47.970942, -4.138007
ETABLISSEMENTS VIAL;74645074100051;25.50B;Découpage, emboutissage (25.50B);ILE-DE-FRANCE;2024-03-18;2029-03-16;Equipements Industriels, Médicaux, Mécaniques;48.868907, 2.591997
ATELIER DE L'HARMONIUM;42261258000031;95.29Z;Réparation d’autres biens personnels et domestiques;OCCITANIE;2024-03-28;2029-03-26;Culture et Communication;43.513841, 3.273981
TANNERIE SOVOS GROSJEAN;51976437700015;15.11Z;"Apprêt et tannage des cuirs ; préparation et teinture des fourrures (15.11Z)";GRAND-EST;2024-05-02;2029-04-30;Ameublement et Décoration;47.872261, 6.767124
TONNELLERIE VICARD;90572007400012;16.24Z;Fabrication d'emballages en bois;NOUVELLE AQUITAINE;2025-02-26;2030-02-24;Equipements Industriels, Médicaux, Mécaniques;45.68691216902703, -0.357272640693164
Société Nouvelle Lécuiller;80795734500018;46.65Z;Commerce de gros (commerce interentreprises) de mobilier de bureau;NOUVELLE AQUITAINE;2025-04-02;2030-03-31;Ameublement et Décoration;45.96572393614248, -0.702875531050702
SUR MESURE METALLIQUE;44358139200018;43.32B;Travaux de menuiserie métallique et serrurerie (43.32B);NOUVELLE AQUITAINE;2025-07-04;2030-07-02;Architecture et Patrimoine Bâti;44.678925, 0.396933
ETABLISSEMENTS LEPERE;9618071600019;13.30Z;Ennoblissement textile;Nouvelle-Aquitaine;2025-07-04;2030-07-02;"Mode et beauté;Accessoires de mode";43.18137020242751, -0.2569622739397812
A. RAYNAUD ET COMPAGNIE;75750197800055;23.41Z;Fabrication d'articles céramiques à usage domestique ou ornemental;Nouvelle-Aquitaine;2025-07-04;2030-07-02;Arts de la table;45.82098332602688, 1.2118358531633782
JURASSIENNE DE CERAMIQUE FRANCAISE;90379829600013;23.42Z;Fabrication d'appareils sanitaires en céramique;Bourgogne-Franche-Comté;2025-07-18;2030-07-16;Architecture et Patrimoine Bâti;47.061098731783055, 5.419498239725144
Sté Jean Fréon Elagage;38913597100015;01.61Z;Activités de soutien aux cultures;NORMANDIE;2019-08-30;2024-08-27;Equipements Industriels, Médicaux, Mécaniques;48.730555660062784, 0.5349929114609886
Ets E. Pecou;84665014100019;10.82Z;Fabrication de cacao, chocolat et de produits de confiserie;OCCITANIE;2019-08-30;2024-08-27;Gastronomie;44.04111450551679, 1.3637290804739435
Bedora & Cie;98692026200011;16.10A;Sciage et rabotage du bois, hors imprégnation (16.10A);NOUVELLE AQUITAINE;2019-08-30;2024-08-27;Equipements Industriels, Médicaux, Mécaniques;43.62104414054771, -0.8479367618813027
Alban Muller International;41506611700029;20.42Z;Fabrication de parfums et de produits pour la toilette (20.42Z);CENTRE-VAL-DE-LOIRE;2019-08-30;2024-08-27;Mode et beauté;48.40282669501208, 1.3979610960974358
Les Carrelages de St Samson La Poterie;50940843100013;23.31Z;Fabrication d'articles céramiques à usage domestique ou ornemental;HAUTS-DE-FRANCE;2019-08-30;2024-08-27;Arts de la table;49.59111562328058, 1.7482691826841763
HORY MARÇAIS;50207984100016;41.20B;Construction d’autres bâtiments (41.20B);BOURGOGNE-FRANCHE-COMTÉ;2019-12-23;2024-12-20;Architecture et Patrimoine Bâti;47.302926, 5.026506
DANIEL POISAT;33852421800025;18.14Z;Reliure et activités connexes (18.14Z);ILE-DE-FRANCE;2020-03-16;2025-03-14;Culture et Communication;48.871638, 2.37557
LEBLON-DELIENNE;83967669900011;22.29B;Fabrication de produits de consommation courante en matières plastiques (22.29B);NORMANDIE;2020-03-16;2025-03-14;Ameublement et Décoration;49.72821, 1.432168
METALEST-FRANCE;81341995900016;25.11Z;Fabrication de structures métalliques et de parties de structures (25.11Z);GRAND-EST;2020-07-03;2025-07-01;Equipements Industriels, Médicaux, Mécaniques;48.586241, 6.523447
AGRIP;37970896900017;25.62B;Mécanique industrielle (25.62B);CENTRE-VAL-DE-LOIRE;2020-07-03;2025-07-01;Equipements Industriels, Médicaux, Mécaniques;46.755195, 2.170698
ETS MARTIN;31277152000011;16.24Z;Fabrication d’emballages en bois (16.24Z);NOUVELLE AQUITAINE;2020-07-30;2025-07-28;Equipements Industriels, Médicaux, Mécaniques;46.458899, -0.291252
GROSPIRON;39820936100011;46.48Z;Commerce de gros (commerce interentreprises) d’articles d’horlogerie et de bijouterie (46.48Z);ILE-DE-FRANCE;2021-05-12;2026-05-10;Mode et beauté;48.874815, 2.340974
CHARLES SCHMIDT ET CIE;70200943200015;25.72Z;Fabrication de serrures et de ferrures (25.72Z);ILE-DE-FRANCE;2021-07-15;2026-07-13;Ameublement et Décoration;48.85241, 2.378097
PHILIPPE ALLEMAND RESTAURATION CRÉATION;48327894100016;31.09B;Fabrication d’autres meubles et industries connexes de l’ameublement (31.09B);AUVERGNE-RHÔNE-ALPES;2021-07-29;2026-07-27;Ameublement et Décoration;45.555762246090055, 3.25177089406319
ETS LAFFARGUE;54272021400015;15.12Z;Fabrication d’articles de voyage, de maroquinerie et de sellerie (15.12Z);NOUVELLE AQUITAINE;2021-09-22;2026-09-20;Mode et beauté;43.38867, -1.661802
TECHNILUM;71292025500056;27.40Z;Fabrication d’appareils d’éclairage électrique (27.40Z);OCCITANIE;2021-11-02;2026-10-31;Ameublement et Décoration;43.335353, 3.235239
L'APPLICATION DU BOIS - LES FILS DE R. CASANE;67080225500018;43.32A;Travaux de menuiserie bois et PVC (43.32A);OCCITANIE;2021-11-18;2026-11-16;Ameublement et Décoration;43.633755, 1.413947
CLAUDE DOZORME;34105856800021;25.71Z;Fabrication de coutellerie (25.71Z);AUVERGNE-RHÔNE-ALPES;2021-11-21;2026-11-19;Arts de la table;45.881416, 3.620429
CREAFORM;43521301200030;25.73A;Fabrication de moules et modèles (25.73A);CENTRE-VAL-DE-LOIRE;2021-12-08;2026-12-06;Ameublement et Décoration;47.292455, 1.975014
ATELIER JEAN-LOUP BOUVIER;35362219400028;23.70Z;Taille, façonnage et finissage de pierres (23.70Z);OCCITANIE;2022-01-10;2027-01-08;Architecture et Patrimoine Bâti;43.958126, 4.744037
ETS FALLOT;51572004300014;10.84Z;Fabrication de condiments et assaisonnements (10.84Z);BOURGOGNE-FRANCHE-COMTÉ;2022-04-04;2027-04-02;Gastronomie;47.021055, 4.832195
SNF - SOCIÉTÉ NOUVELLE FODOR;39492855000018;24.54Z;Fonderie d’autres métaux non ferreux (24.54Z);BOURGOGNE-FRANCHE-COMTÉ;2022-04-04;2027-04-02;Ameublement et Décoration;47.683994, 6.042414
NORMALU;94675063500017;43.33Z;Travaux de revêtement des sols et des murs;GRAND-EST;2022-04-14;2027-04-12;Ameublement et Décoration;47.65926, 7.513498
HÔTEL NEGRESCO;95781014600010;55.10Z;Hôtels et hébergement similaire (55.10Z);PROVENCE-ALPES-COTE D'AZUR;2022-06-21;2027-06-19;Architecture et Patrimoine Bâti;43.694312, 7.258057
VIDAL*/BRUNO PIERRE MICHEL/;35217477500010;43.32B;Travaux de menuiserie métallique et serrurerie (43.32B);OCCITANIE;2023-05-24;2028-05-21;Architecture et Patrimoine Bâti;42.681341, 2.790772
Margueroy SAS;61201450600036;13.20Z;Tissage (13.20Z);ILE-DE-FRANCE;2023-06-15;2028-06-12;Ameublement et Décoration;48.867017, 2.335506
FORMES ET SCULPTURES GROUPE;85356828500011;64.20Z;Activités des sociétés holding;CENTRE-VAL-DE-LOIRE;2023-07-04;2028-07-01;Equipements Industriels, Médicaux, Mécaniques;47.323263, 1.021276
Dubourdieu 1800 Sarl;43267889400010;30.12Z;Construction de bateaux de plaisance (30.12Z);NOUVELLE AQUITAINE;2023-07-25;2028-07-22;Loisirs et Transports;44.642333, -1.071278
PAGES VEDRENNE;35382104400065;11.01Z;Production de boissons alcooliques distillées (11.01Z);AUVERGNE-RHÔNE-ALPES;2023-08-16;2028-08-13;Gastronomie;45.055401211248835, 3.9619364245379884
TANNERIE DE MONTEREAU;66204483300033;15.11Z;"Apprêt et tannage des cuirs ; préparation et teinture des fourrures (15.11Z)";ILE-DE-FRANCE;2023-09-11;2028-09-08;Mode et beauté;48.384512, 2.97434
VITRINES VENDOME;80978749200010;74.10Z;Activités spécialisées de design (74.10Z);ILE-DE-FRANCE;2023-10-26;2028-10-23;Ameublement et Décoration;48.600368, 2.245034
EFFET PASSEMENTERIES;35350089500019;13.96Z;Fabrication d’autres textiles techniques et industriels (13.96Z);AUVERGNE-RHÔNE-ALPES;2023-12-08;2028-12-05;Mode et beauté;45.49012, 4.57825
DOMAINES THIEUBERT;41061451500014;01.14Z;Culture de la canne à sucre;MARTINIQUE;2023-12-21;2028-12-18;Gastronomie;14.699273, -61.180665
STAFF ESPACES VOLUMES;34879124500015;43.31Z;Travaux de plâtrerie (43.31Z);ILE-DE-FRANCE;2024-03-18;2029-03-16;Architecture et Patrimoine Bâti;48.817793, 2.286073
PIANOS BALLERON;38434434700024;95.29Z;Réparation d’autres biens personnels et domestiques (95.29Z);ILE-DE-FRANCE;2024-04-11;2029-04-09;Culture et Communication;48.857491, 2.280109
STE SELECT JUNIOR DECOLLETAGE;33315817800025;25.62A;Décolletage;PROVENCE-ALPES-COTE D'AZUR;2024-04-23;2029-04-21;Equipements Industriels, Médicaux, Mécaniques;43.781022, 7.33539
COUSIN TRESTEC;39910066800017;13.94Z;Fabrication de ficelles, cordes et filets (13.94Z);HAUTS-DE-FRANCE;2024-04-30;2029-04-28;Equipements Industriels, Médicaux, Mécaniques;50.772456, 3.042252
RUE DE L'ATELIER;45126418800017;74.10Z;Activités spécialisées de design;AUVERGNE-RHÔNE-ALPES;2024-05-24;2029-05-22;Ameublement et Décoration;48.857597039813776, 2.319299889127245
MON PARI GOURMAND;52692034300039;10.82Z;Fabrication de cacao, chocolat et de produits de confiserie;HAUTS-DE-FRANCE;2025-01-29;2030-01-27;Gastronomie;49.408743387864334, 2.122202268494799
